level	session	dois
2	3	10.1109/JIOT.2018.2812727, 10.1007/s11036-018-1024-0, 10.1007/s11036-018-1066-3, 10.1109/CCNC.2018.8319311, 10.1145/3284869.3284884, 10.1109/PIMRC.2018.8580729, 10.1007/978-3-319-76111-4, 10.1145/2629558, 10.1016/j.pmcj.2016.10.004, 10.1007/s00779-016-0989-6, 10.1007/978-3-319-76111-4_7, 10.1109/ISCC.2017.8024499, 10.1007/978-3-319-61949-1, 10.1007/s11042-014-2444-x, 10.1007/s00779-016-0968-y, 10.1007/978-3-319-61949-1_17, 10.1007/978-3-319-47063-4_27, 10.1145/2757290.2757292, 10.5220/0005441100550063, 10.4108/icst.mobiquitous.2014.258013, 10.1145/2554850.2555104, 10.5220/0004857800910098, 10.1007/978-3-319-27030-2_21, 10.5220/0004857604230431, 10.1109/ICMEW.2013.6618360, 10.1145/2480362.2480502, 10.1145/2512349.2514917, 10.1109/ICCCN.2012.6289249, 10.1109/ICCCN.2012.6289257, 10.1007/s00530-011-0233-1, 10.1109/SeGAH.2011.6165458, 10.1007/s11042-007-0102-2, 10.1145/1291233.1291256, 10.1142/S0218194006002896, 10.1007/s11042-006-7811-9, 10.1145/1141277.1141595, 10.1007/s11042-005-2714-8, 10.1007/s00530-004-0138-3, 10.1109/MMSE.2004.39, 10.1142/S0218194003001354, 10.1109/MMSE.2002.1181614, 10.1145/568760.568864, 10.1109/ICME.2001.1237838, 10.1007/3-540-44819-5_9, 10.1145/338407.338508
2	1	10.1109/ACCESS.2018.2868347, 10.1109/MCOM.2018.1700924, 10.1109/TWC.2018.2864734, 10.1145/3233188.3233224, 10.1109/ACCESS.2017.2751422, 10.1109/ACCESS.2016.2620564, 10.1016/j.adhoc.2015.08.001, 10.1109/JIOT.2015.2438098, 10.1109/JSAC.2016.2577198, 10.3390/s16040457, 10.3390/s16050671, 10.1109/TCOMM.2015.2498607, 10.1109/TCOMM.2016.2520476, 10.1109/TVT.2015.2481007, 10.1109/ICC.2016.7511503, 10.1109/ICC.2016.7511107, 10.1016/j.adhoc.2015.05.008, 10.1186/s13634-015-0230-1, 10.1109/LCOMM.2014.2386349, 10.1016/j.jnca.2014.10.002, 10.1109/TCOMM.2015.2459039, 10.1109/ICCW.2015.7247231, 10.1109/ICCW.2015.7247241, 10.1145/2800795.2800800, 10.1109/EMTC.2014.6996657, 10.1109/EMTC.2014.6996637, 10.1109/SECONW.2014.6979699, 10.1109/SECONW.2014.6979702, 10.1109/JSAC.2013.131102, 10.1016/j.pmcj.2012.01.002, 10.1109/TWC.2013.031813.121112, 10.1016/j.adhoc.2011.04.004, 10.1016/j.adhoc.2011.07.006, 10.1109/JSAC.2012.120208, 10.1109/TWC.2011.081011.102164, 10.1109/PIMRC.2011.6140001, 10.1109/GLOCOM.2010.5683198, 10.1109/GLOCOM.2010.5683490, 10.1109/WD.2010.5657754, 10.1109/TSP.2008.2011828, 10.1109/ICUMT.2009.5345582, 10.1109/TSP.2007.908937, 10.1109/LSP.2007.894962, 10.1109/TSP.2007.896249
2	5	10.1109/TKDE.2018.2816653, 10.1145/3269206.3271767, 10.1145/3269206.3271756, 10.1145/3269206.3272017, 10.1007/s10618-017-0528-8, 10.1016/j.ins.2016.12.038, 10.1016/j.ins.2017.03.030, 10.1145/3132847.3132991, 10.1145/3132847.3132993, 10.1145/3102254.3102262, 10.1145/2980765.2980769, 10.1109/BigData.2016.7840764, 10.1007/978-3-319-51469-7_33, 10.1109/WI.2016.0032, 10.1007/s10618-015-0422-1, 10.1007/s10994-013-5395-y, 10.1145/2728170, 10.1145/2818182, 10.1145/2806416.2806559, 10.1145/2806416.2806619, 10.1145/2783258.2783343, 10.1145/2723372.2749449, 10.1145/2684822.2685298, 10.5441/002/edbt.2014.48, 10.5441/002/edbt.2014.49, 10.1145/2623330.2623655, 10.1007/978-3-662-44845-8_42, 10.1145/2588555.2593668, 10.1007/s10618-012-0266-x, 10.1002/sam.11170, 10.1109/ICDM.2013.163, 10.1145/2487575.2487645, 10.1016/j.jocs.2011.06.008, 10.14778/2180912.2180914, 10.1145/2330784.2331010, 10.1145/2339530.2339735, 10.1145/2254129.2254174, 10.1016/j.jcss.2011.02.005, 10.1145/1989323.1989400, 10.1109/ICDM.2010.138, 10.1109/ICDM.2010.134, 10.1016/j.cmpb.2009.02.011, 10.1016/j.patcog.2009.03.030, 10.1109/CBMS.2009.5255403, 10.1109/ICDM.2009.131, 10.1109/ICPPW.2009.58, 10.1145/1620432.1620472, 10.1137/1.9781611972795.38, 10.1109/CBMS.2008.53, 10.1109/ICDM.2008.115, 10.1007/978-3-540-87993-0_19, 10.1109/CBMS.2007.16
1	4	10.1080/13658816.2017.1381338, 10.1016/j.ins.2018.05.028, 10.1007/s10844-017-0451-x, 10.1007/978-3-030-01851-1_34, 10.1007/978-3-319-61893-7_19, 10.1007/978-3-319-78680-3, 10.1016/j.ins.2016.11.001, 10.1016/j.patcog.2016.10.010, 10.1007/978-3-319-70169-1_23, 10.1007/978-3-319-60438-1, 10.1007/978-3-319-61461-8, 10.1007/s10844-015-0361-8, 10.1007/s10844-016-0415-6, 10.1007/s10994-016-5559-7, 10.1109/TSC.2015.2430327, 10.1007/978-3-319-46307-0_19, 10.1109/RTSI.2016.7740644, 10.1007/s10618-013-0337-7, 10.1109/TGRS.2014.2380475, 10.1007/978-3-319-24282-8_2, 10.1007/978-3-319-39315-5_4, 10.1007/978-3-319-17876-9, 10.1007/978-3-319-23528-8, 10.1007/978-3-319-23525-7, 10.1007/978-1-4471-5454-9, 10.1007/s10618-014-0372-z, 10.3233/FI-2014-969, 10.1016/j.ins.2013.12.009, 10.1007/s10844-013-0301-4, 10.1007/978-3-319-11812-3_24, 10.1007/978-3-319-08326-1_24, 10.1007/978-3-319-08326-1_54, 10.1007/978-3-319-08326-1_58, 10.1007/978-3-319-08407-7, 10.1016/j.ecoinf.2012.10.006, 10.5311/JOSIS.2013.6.102, 10.1007/978-3-319-03524-6_37, 10.1007/978-3-319-03524-6_39, 10.1007/978-3-319-00969-8_25, 10.1007/978-3-319-08407-7_5, 10.1007/978-3-642-37382-4, 10.1007/s10618-012-0278-6, 10.1007/978-3-642-32597-7_22, 10.1007/978-3-642-31537-4_2, 10.1007/978-3-642-45392-2_3, 10.1145/2245276.2245436, 10.1007/978-3-642-29247-7_15, 10.3233/IDA-2010-0456, 10.1109/CIDM.2011.5949298, 10.1109/CIDM.2011.5949299, 10.1007/978-3-642-24477-3_25, 10.1007/978-3-642-27302-5_18, 10.1007/978-3-642-21916-0_2, 10.1007/978-3-642-21916-0_40, 10.1007/978-3-642-23808-6_22, 10.1007/978-3-642-33684-3_6, 10.1007/978-3-642-33684-3_7, 10.1109/DBKDA.2010.14, 10.3233/978-1-60750-606-5-1107, 10.1007/978-3-642-23599-3_8, 10.1007/978-3-642-15393-8_39, 10.1145/1774088.1774310, 10.1145/1774088.1774311, 10.1007/978-3-642-05177-7_9, 10.1016/j.engappai.2008.04.005, 10.1007/978-3-642-10291-2_16, 10.1007/978-3-642-04747-3_6, 10.1007/978-3-642-04747-3_30, 10.1007/978-3-642-04125-9_59, 10.1007/978-3-642-03070-3_32, 10.1007/978-3-540-85654-2_28, 10.1007/978-3-540-85654-2_61, 10.1109/ICDMW.2008.120, 10.1007/978-3-540-85928-4_7, 10.1007/978-3-540-68123-6_7, 10.1007/978-3-540-68123-6_20, 10.1007/978-3-540-74782-6_19, 10.1007/978-3-540-74958-5_46, 10.1109/ICDEW.2007.4401036, 10.1007/978-3-540-73499-4_25, 10.1007/978-3-540-74976-9_38, 10.1007/s10844-006-9950-x, 10.1007/11875604_43, 10.1007/11875604_63, 10.1007/11558590_53, 10.1007/11504894_63, 10.1007/11536314_14, 10.1007/11425274_36, 10.1007/11564126_20, 10.1109/TPAMI.2004.1273937, 10.1145/1015330.1015397, 10.1007/978-3-540-30116-5_12, 10.1007/978-3-540-44497-8_5, 10.1016/S0198-9715(02)00024-8, 10.1007/978-3-540-39853-0_21, 10.1007/978-3-540-39917-9_3, 10.1007/978-3-540-39592-8_8, 10.1007/3-540-45065-3_3, 10.1007/978-3-540-39804-2_11, 10.1007/3-540-48050-1_43, 10.1007/3-540-45411-X_3, 10.1007/3-540-45868-9_17
2	3	10.1007/s00607-018-0593-x, 10.1016/j.is.2017.12.006, 10.1016/j.is.2018.01.009, 10.1007/978-3-319-98651-7_6, 10.1007/978-3-030-00847-5_17, 10.1016/j.eswa.2017.03.047, 10.1007/978-3-319-59536-8_34, 10.1007/978-3-319-69462-7_4, 10.1007/978-3-319-69462-7_15, 10.1007/s00607-015-0441-1, 10.1016/j.is.2015.07.003, 10.1007/s10270-014-0432-2, 10.1007/s10009-015-0399-5, 10.1007/978-3-319-45348-4_8, 10.1007/978-3-319-39696-5_10, 10.1007/978-3-319-39696-5_23, 10.1016/j.dss.2014.10.006, 10.1016/j.eswa.2015.07.040, 10.1016/j.is.2013.12.005, 10.1007/978-3-319-42887-1_10, 10.1007/978-3-319-53435-0_2, 10.1109/SSCI.2015.194, 10.1007/978-3-319-15895-2_21, 10.1007/978-3-319-10172-9_16, 10.1109/IJCNN.2014.6889360, 10.1007/978-3-662-45563-0_1, 10.1007/978-3-319-27243-6_3, 10.1007/978-3-642-40176-3_10, 10.1007/978-3-642-38709-8_8, 10.1007/978-3-642-37057-1_9, 10.1145/2480362.2480633, 10.1016/j.dss.2012.05.042, 10.1002/spe.1138, 10.1007/978-3-642-30359-3_5, 10.1007/978-3-642-32885-5_6, 10.4018/jiscrm.2011010103, 10.1007/978-3-642-21863-7_4, 10.1007/978-3-642-28108-2_19, 10.1007/978-3-642-23059-2_26, 10.1109/SCC.2010.25, 10.1007/978-3-642-16961-8_77, 10.1007/978-3-642-22760-8_5, 10.1007/978-3-642-02713-0_36, 10.1109/ICUMT.2009.5345353, 10.1145/1529282.1529584, 10.1109/MIC.2008.18, 10.1007/978-3-540-85758-7_8, 10.1007/978-3-642-00328-8_24, 10.1007/978-3-642-00328-8_29, 10.1007/978-3-642-03354-4_6, 10.1007/978-3-540-89652-4_65, 10.1109/WETICE.2008.30, 10.1109/WETICE.2008.37, 10.4108/ICST.AUTONOMICS2007.2188, 10.1007/978-3-540-75183-0_14, 10.1109/ICWS.2007.55, 10.1109/WETICE.2007.103, 10.1109/COLCOM.2006.361872, 10.1109/WETICE.2006.48
2	1	10.2312/3dor.20181058, 10.1109/ICPR.2018.8546064, 10.1007/978-3-319-73165-0_16, 10.1007/978-3-319-61036-8, 10.1016/j.cviu.2016.11.007, 10.1007/s11042-017-4794-7, 10.1016/j.patcog.2017.05.019, 10.1109/TIP.2017.2651367, 10.1145/3092832, 10.1109/ICCV.2017.517, 10.1109/ICCVW.2017.283, 10.1007/978-3-319-68560-1_16, 10.1145/3078971.3079020, 10.1145/3123266.3127923, 10.1109/CBMI.2016.7500241, 10.1007/978-3-319-49409-8_4, 10.1007/978-3-319-91863-1_3, 10.1109/ICPR.2016.7899904, 10.1145/2964284.2967301, 10.1145/2964284.2973813, 10.1007/s10209-014-0364-1, 10.1109/CVPRW.2015.7301279, 10.1109/ICCVW.2015.103, 10.1109/ICCVW.2015.134, 10.1007/978-3-319-23234-8_17, 10.1109/ICMEW.2015.7169857, 10.1145/2733373.2807411, 10.1109/TPAMI.2013.232, 10.1109/AVSS.2014.6918691, 10.1109/ICPR.2014.712, 10.1145/2578726.2578728, 10.1109/CVPRW.2013.77, 10.1007/978-3-642-41190-8_48, 10.1007/978-3-642-41181-6_77, 10.1007/978-1-4471-5520-1_3, 10.1016/j.cviu.2011.09.009, 10.1109/TMM.2012.2191268, 10.1109/ISCCSP.2012.6217857, 10.1007/s11042-010-0643-7, 10.1007/978-3-642-24088-1_21, 10.1109/ISM.2011.38, 10.1145/1877868.1877877, 10.1145/1873951.1874170, 10.1109/ICIP.2009.5414332
2	5	10.2312/3dor.20181058, 10.1109/ICPR.2018.8546064, 10.1007/978-3-319-73165-0_16, 10.1007/978-3-319-61036-8, 10.1016/j.cviu.2016.11.007, 10.1007/s11042-017-4794-7, 10.1016/j.patcog.2017.05.019, 10.1109/TIP.2017.2651367, 10.1145/3092832, 10.1109/ICCV.2017.517, 10.1109/ICCVW.2017.283, 10.1007/978-3-319-68560-1_16, 10.1145/3078971.3079020, 10.1145/3123266.3127923, 10.1109/CBMI.2016.7500241, 10.1007/978-3-319-49409-8_4, 10.1007/978-3-319-91863-1_3, 10.1109/ICPR.2016.7899904, 10.1145/2964284.2967301, 10.1145/2964284.2973813, 10.1007/s10209-014-0364-1, 10.1109/CVPRW.2015.7301279, 10.1109/ICCVW.2015.103, 10.1109/ICCVW.2015.134, 10.1007/978-3-319-23234-8_17, 10.1109/ICMEW.2015.7169857, 10.1145/2733373.2807411, 10.1109/TPAMI.2013.232, 10.1109/AVSS.2014.6918691, 10.1109/ICPR.2014.712, 10.1145/2578726.2578728, 10.1109/CVPRW.2013.77, 10.1007/978-3-642-41190-8_48, 10.1007/978-3-642-41181-6_77, 10.1007/978-1-4471-5520-1_3, 10.1016/j.cviu.2011.09.009, 10.1109/TMM.2012.2191268, 10.1109/ISCCSP.2012.6217857, 10.1007/s11042-010-0643-7, 10.1007/978-3-642-24088-1_21, 10.1109/ISM.2011.38, 10.1145/1877868.1877877, 10.1145/1873951.1874170, 10.1109/ICIP.2009.5414332
2	2	10.1016/j.ijar.2018.04.006, 10.1109/IJCNN.2018.8489092, 10.1109/MeMeA.2018.8438800, 10.1109/IJCNN.2017.7965958, 10.1109/ITSC.2017.8317695, 10.1109/SSCI.2017.8280923, 10.1109/SSCI.2017.8280919, 10.3233/IA-160092, 10.1613/jair.4961, 10.1109/TCYB.2015.2483780, 10.3233/978-1-61499-672-9-560, 10.1109/ITSC.2016.7795925, 10.3233/IA-150080, 10.1007/s10994-015-5484-1, 10.1109/ICRA.2015.7139467, 10.1109/IJCNN.2015.7280673, 10.1109/ADPRL.2014.7010618, 10.1109/IJCNN.2014.6889738, 10.1016/j.envsoft.2011.09.003, 10.1109/IJCNN.2012.6252759, 10.1109/ADPRL.2011.5967387, 10.1109/ADPRL.2011.5967368, 10.1109/ICNSC.2011.5874921, 10.1016/j.fss.2008.11.026, 10.1109/CCA.2009.5281070, 10.1007/978-3-642-15237-5_9, 10.1145/1390156.1390225, 10.1007/978-0-387-09695-7_15, 10.3233/978-1-58603-893-9-106, 10.1142/S021821300700331X, 10.1007/978-3-540-77949-0_10, 10.1007/978-3-540-74782-6_46, 10.1016/j.ijar.2005.06.017, 10.1145/1160633.1160770, 10.1007/11840541_30, 10.1109/ROBOT.2005.1570354, 10.1007/11676935_5, 10.1109/IROS.2004.1389998, 10.1007/978-3-540-25940-4_64, 10.1007/978-3-540-25940-4_66, 10.1007/10983652_10, 10.1145/545056.545087, 10.1109/IRDS.2002.1041425, 10.1007/978-3-540-45135-8_30, 10.1007/3-540-45411-X_34, 10.1007/3-540-45603-1_32, 10.1007/3-540-45603-1_102
1	2	10.1016/j.ins.2016.08.063, 10.1109/BIOMS.2012.6345778, 10.1109/CISIS.2012.207, 10.1109/CISIS.2012.208, 10.1007/s12652-010-0031-1
1	5	10.1007/s11042-017-5276-7, 10.1007/s00138-017-0871-1, 10.1109/CVPRW.2018.00244, 10.1109/CVPR.2018.00799, 10.1109/ICPR.2018.8545895, 10.1109/ICCV.2017.118, 10.1109/ICCV.2017.460, 10.1109/ICCVW.2017.283, 10.1109/ICDAR.2017.158, 10.1109/WACV.2017.138, 10.1007/s11042-014-2192-y, 10.1109/DAS.2016.63, 10.1109/ICIP.2016.7532695, 10.1109/TPAMI.2014.2369055, 10.1109/TIP.2015.2465147, 10.1109/AVSS.2015.7301793, 10.1109/ICDAR.2015.7333855, 10.1109/ICDAR.2015.7333942, 10.1007/s10032-014-0225-8, 10.1109/TPAMI.2013.232, 10.1016/j.patcog.2014.06.003, 10.1109/AVSS.2014.6918691, 10.1109/ICPR.2014.269, 10.1109/ICPR.2014.608, 10.1109/ICPR.2014.712, 10.1007/978-1-4471-6296-4_14, 10.1111/j.1468-0394.2011.00610.x, 10.1007/s11263-013-0633-0, 10.1109/CVPRW.2013.116, 10.1109/ICDAR.2013.128, 10.1007/978-3-642-41184-7_25, 10.1007/978-3-642-41190-8_27, 10.1109/MMUL.2012.15, 10.1007/s11263-011-0449-8, 10.1109/CVPR.2012.6248068, 10.1007/978-3-642-33863-2_44, 10.1109/ISCCSP.2012.6217829, 10.1016/j.patrec.2011.06.019, 10.1109/TIP.2011.2132728, 10.1109/ISM.2011.38, 10.1145/2072572.2072597, 10.1007/978-3-642-27978-2_4, 10.1007/978-3-642-27978-2_18, 10.1007/978-3-642-14061-7_28, 10.1109/CVPR.2010.5540048, 10.1007/978-3-642-15567-3_21, 10.1109/ICPR.2010.418, 10.1007/978-3-642-02172-5_21, 10.1007/978-3-642-02172-5_55, 10.1109/AVSS.2007.4425313, 10.1109/ICIAP.2007.4362800, 10.1145/1290082.1290096, 10.1109/ICSC.2007.30, 10.1109/TPAMI.2006.3, 10.1109/AVSS.2006.72, 10.1109/ICPR.2006.700, 10.1109/TPDS.2004.55, 10.1007/978-3-540-27866-5_99, 10.1016/S0031-3203(02)00227-3, 10.1109/ICDAR.2003.1227851, 10.1007/3-540-45869-7_48, 10.1109/ICPR.2002.1044762, 10.1007/3-540-36137-5_8, 10.1109/ICDAR.2001.953759, 10.1007/s100320050005, 10.1109/ICDAR.1997.619878, 10.1117/12.234715
1	5	10.1016/j.knosys.2018.11.003, 10.1109/TII.2018.2832081, 10.1007/978-3-319-92231-7, 10.1109/ACCESS.2018.2816338, 10.1016/j.bspc.2018.01.007, 10.1016/j.compeleceng.2018.04.008, 10.1016/j.engappai.2017.09.019, 10.1016/j.future.2018.03.057, 10.1016/j.ijar.2017.10.022, 10.1109/WAINA.2018.00164, 10.5220/0006730006330640, 10.5220/0006730806580664, 10.1109/ISCC.2018.8538572, 10.1007/978-3-319-59480-4, 10.1016/j.cviu.2016.12.001, 10.1016/j.engappai.2016.12.007, 10.1016/j.knosys.2017.03.006, 10.3390/s17030611, 10.5220/0006295805080516, 10.5220/0006296105450552, 10.1109/FUZZ-IEEE.2017.8015745, 10.1109/ICNSC.2017.8000169, 10.5220/0006311301350142, 10.1007/978-3-319-59480-4_9, 10.1007/978-3-319-59480-4_13, 10.1007/978-3-319-59480-4_47, 10.1007/978-3-319-59480-4_55, 10.1109/ISCC.2017.8024526, 10.1109/ISCC.2017.8024530, 10.3233/978-1-61499-800-6-139, 10.3233/978-1-61499-800-6-604, 10.1016/j.bspc.2016.02.007, 10.1016/j.knosys.2016.01.020, 10.1007/978-3-319-49109-7_16, 10.1007/978-3-319-49109-7_32, 10.5220/0005849005700577, 10.1109/FUZZ-IEEE.2016.7737663, 10.1109/HealthCom.2016.7749428, 10.5220/0005804200530060, 10.1007/978-3-319-62704-5_6, 10.5220/0005916401330138, 10.1145/2938503.2938539, 10.1007/978-3-319-39345-2_52, 10.1007/978-3-319-40114-0_15, 10.1007/978-3-319-43949-5_3, 10.1007/978-3-319-58877-3_36, 10.1109/SITIS.2016.73, 10.1109/SITIS.2016.99, 10.1109/SITIS.2016.100, 10.1109/SMC.2016.7844750, 10.1109/SMC.2016.7844759, 10.1007/978-3-319-39345-2, 10.1016/j.asoc.2015.04.060, 10.1016/j.engappai.2015.01.019, 10.1007/s10732-014-9258-x, 10.1007/s10916-015-0292-5, 10.1016/j.knosys.2015.02.004, 10.1007/s11042-014-1982-6, 10.1109/3PGCIC.2015.118, 10.1109/EMBC.2015.7320186, 10.1016/j.procs.2015.05.198, 10.1109/ICMEW.2015.7169766, 10.1109/ICTAI.2015.115, 10.1007/978-3-319-47063-4_57, 10.1109/IRI.2015.57, 10.1145/2769493.2769547, 10.1145/2769493.2769560, 10.1109/SITIS.2015.98, 10.1016/j.eswa.2014.05.011, 10.1504/IJDMB.2014.064891, 10.1016/j.is.2013.07.002, 10.1016/j.jbi.2014.02.015, 10.1016/j.knosys.2014.06.021, 10.1109/JBHI.2013.2292811, 10.1109/JBHI.2014.2311325, 10.1109/BHI.2014.6864443, 10.1007/978-3-319-07596-9_12, 10.1007/978-3-319-13105-4_26, 10.1109/SITIS.2014.44, 10.1186/1471-2105-14-S1-S4, 10.1016/j.fss.2013.03.013, 10.1504/IJCCBS.2013.059023, 10.1504/IJIPT.2013.058646, 10.1016/j.knosys.2013.10.001, 10.1007/s11036-012-0409-8, 10.1109/3PGCIC.2013.74, 10.1007/978-3-319-03916-9_11, 10.4108/icst.bodynets.2013.253551, 10.1109/DeSE.2013.24, 10.1007/978-3-642-40846-5_9, 10.1007/978-3-642-40846-5_28, 10.1007/978-3-642-40846-5_56, 10.1109/HealthCom.2013.6720630, 10.1109/IRI.2013.6642479, 10.1007/978-3-319-19090-7_26, 10.1007/978-3-319-19090-7_27, 10.1109/SoMeT.2013.6645644, 10.1016/j.knosys.2012.04.024, 10.1145/2168260.2168266, 10.1109/TITB.2012.2215622, 10.1109/TSE.2011.67, 10.1007/978-3-642-31368-4_10, 10.1109/CBMS.2012.6266387, 10.1145/2335484.2335528, 10.1007/978-3-642-28942-2_32, 10.1007/978-3-642-28931-6_36, 10.1109/HIS.2012.6421383, 10.1109/IS.2012.6335146, 10.1007/978-3-642-28783-1_24, 10.1007/978-3-642-35395-6_33, 10.1007/978-3-642-35395-6_56, 10.1007/978-3-642-37893-5_30, 10.1007/978-3-642-33675-1_21, 10.1109/SITIS.2012.18, 10.1016/j.engappai.2011.02.002, 10.1016/j.ijmedinf.2011.09.003, 10.1145/1921641.1921650, 10.1109/BIBMW.2011.6112448, 10.1109/DeSE.2011.67, 10.1145/1996461.1996556, 10.1109/HIS.2011.6122086, 10.1007/978-3-642-29734-2_6, 10.1007/978-3-642-29734-2_31, 10.1016/j.advengsoft.2009.12.014, 10.1016/j.compbiomed.2010.01.006, 10.1109/MC.2010.335, 10.1504/IJAMC.2010.032141, 10.1007/s11036-009-0163-8, 10.1145/1814539.1814551, 10.1007/978-3-642-21946-7_16, 10.1109/CISIS.2010.128, 10.1007/978-3-642-15291-7_42, 10.1109/ITNG.2010.139, 10.1007/978-3-642-14891-0_3, 10.1007/s00779-009-0223-x, 10.1109/WAINA.2009.198, 10.1007/978-3-642-04190-7_4, 10.1016/j.comcom.2008.06.003, 10.1016/j.future.2007.04.007, 10.1504/IJWGS.2008.018888, 10.1016/j.sysarc.2008.01.011, 10.4108/ICST.AMBISYS2008.2880, 10.1145/1385569.1385651, 10.1109/CISIS.2008.33, 10.1109/PERCOM.2008.66, 10.1007/978-3-540-72360-8_61, 10.1007/978-3-540-76888-3_79, 10.1109/PDP.2007.39, 10.1007/978-3-540-77051-0_13, 10.1109/SECCOM.2007.4550312, 10.1007/978-3-540-76805-0_34, 10.1109/VECIMS.2007.4373929, 10.1007/11807964_61, 10.1007/11946441_47, 10.1007/11915072_31, 10.1109/VECIMS.2006.250814, 10.1016/j.infsof.2004.09.015, 10.1007/11518358_1, 10.1007/11518358_14, 10.1016/j.simpat.2003.08.001, 10.1007/3-540-36124-3_61, 10.1109/PRDC.2000.897294, 10.1007/3-540-49164-3_31, 10.1002/cpe.4330060804, 10.1016/0141-9331(94)90005-1, 10.1007/BFb0020362, 10.1007/3-540-57981-8_148
2	5	10.1016/j.microrel.2018.03.019, 10.23919/DATE.2018.8342117, 10.1109/DSN.2018.00015, 10.1109/LATW.2018.8347234, 10.1109/SBCCI.2018.8533235, 10.1109/VTS.2018.8368628, 10.1007/978-3-319-54999-6_1, 10.1145/3075564.3075598, 10.1109/DFT.2017.8244439, 10.1109/DSN-W.2017.47, 10.1109/HPCA.2017.41, 10.1145/3148226.3148228, 10.1145/3126908.3126960, 10.1145/2998573, 10.1109/TC.2015.2444855, 10.1145/2794148, 10.1007/978-3-319-16214-0_28, 10.1109/CASES.2015.7324545, 10.1109/HPCA.2015.7056044, 10.1145/2751504.2751510, 10.1109/VTS.2015.7116295, 10.1007/s10836-014-5456-6, 10.1016/j.microrel.2014.07.100, 10.1016/j.microrel.2014.05.001, 10.7873/DATE.2014.354, 10.1109/DFT.2014.6962070, 10.1109/DFT.2014.6962085, 10.1109/DSN.2014.49, 10.1109/DSN.2014.75, 10.1109/ETS.2014.6847845, 10.1109/ETS.2014.6847793, 10.1109/IOLTS.2014.6873699, 10.1109/VLSI-SoC.2014.7004195, 10.1109/ETS.2013.6569352, 10.1145/2465813.2465816, 10.1109/IDT.2013.6727092, 10.1109/IOLTS.2013.6604091, 10.1109/ISVLSI.2013.6654657, 10.1109/LATW.2013.6562683, 10.1109/IOLTS.2012.6313841, 10.1109/ATS.2010.26, 10.1109/IOLTS.2010.5560236, 10.1109/TEST.2010.5699302, 10.1109/IOLTS.2009.5195985, 10.1109/VTS.2009.26, 10.1109/DFT.2007.57
1	1	10.1109/TIM.2018.2815431, 10.1007/s11042-017-4869-5, 10.1109/IWMN.2017.8078370, 10.1007/978-3-319-71924-5_3, 10.1109/IUCC-CSS.2016.018, 10.1109/ISCC.2016.7543909, 10.1109/SITIS.2016.31, 10.1109/SITIS.2016.77, 10.3233/JCS-150539, 10.1109/IMIS.2015.31, 10.1007/978-3-319-26502-5_15, 10.1007/978-3-662-48995-6_6, 10.1007/s10207-014-0228-y, 10.1007/s12652-014-0248-5, 10.3233/JHS-140499, 10.1109/SCC.2014.14, 10.1007/978-3-319-11212-1_10, 10.1109/IMIS.2014.71, 10.1016/j.jss.2013.04.089, 10.1109/ICITST.2013.6750228, 10.1007/978-3-642-40313-2_18, 10.1145/2462410.2462415, 10.1109/SPW.2013.23, 10.1007/978-3-642-23822-2_26, 10.1007/978-3-642-12368-9_19, 10.1016/j.dam.2008.04.001, 10.1109/ECOWS.2008.9, 10.1007/978-3-540-88313-5_26, 10.1007/978-3-540-79966-5_2, 10.1007/s10207-006-0007-5, 10.1007/978-3-540-72354-7_6, 10.1109/TDSC.2006.53, 10.1142/S0129626405002106, 10.1007/11599371_16, 10.1007/11602613_54, 10.1007/11602613_81, 10.1016/S0164-1212(03)00004-9, 10.1007/978-3-540-30079-3_19, 10.1093/comjnl/46.2.202, 10.1007/978-3-540-24587-2_66, 10.1007/3-540-36413-7, 10.1007/3-540-45831-X_3, 10.1007/3-540-45861-1_19, 10.1007/3-540-45439-X_5, 10.1007/3-540-44693-1_24, 10.1007/3-540-44929-9_12, 10.1007/3-540-48169-9_10
